"date","home_team","away_team","team","scorer","minute","own_goal","penalty"
"2006-08-16","Faroe Islands","Georgia","Georgia","Davit Mujiri",16,false,false
"2006-08-16","Faroe Islands","Georgia","Georgia","Aleksandr Iashvili",18,false,false
"2006-08-16","Faroe Islands","Georgia","Georgia","Shota Arveladze",37,false,false
"2006-08-16","Faroe Islands","Georgia","Georgia","Levan Kobiashvili",51,false,true
"2006-08-16","Faroe Islands","Georgia","Georgia","Shota Arveladze",62,false,false
"2006-08-16","Faroe Islands","Georgia","Georgia","Shota Arveladze",82,false,false
"2006-09-02","Belarus","Albania","Belarus","Timofei Kalachev",2,false,false
"2006-09-02","Belarus","Albania","Albania","Ervin Skela",7,false,true
"2006-09-02","Belarus","Albania","Belarus","Maksim Romaschenko",24,false,false
"2006-09-02","Belarus","Albania","Albania","Besnik Hasi",86,false,false
"2006-09-02","Czech Republic","Wales","Czech Republic","David Lafata",76,false,false
"2006-09-02","Czech Republic","Wales","Wales","Martin Jiránek",85,true,false
"2006-09-02","Czech Republic","Wales","Czech Republic","David Lafata",89,false,false
"2006-09-02","England","Andorra","England","Peter Crouch",5,false,false
"2006-09-02","England","Andorra","England","Steven Gerrard",13,false,false
"2006-09-02","England","Andorra","England","Jermain Defoe",38,false,false
"2006-09-02","England","Andorra","England","Jermain Defoe",47,false,false
"2006-09-02","England","Andorra","England","Peter Crouch",66,false,false
"2006-09-02","Georgia","France","France","Florent Malouda",7,false,false
"2006-09-02","Georgia","France","France","Louis Saha",15,false,false
"2006-09-02","Georgia","France","France","Malkhaz Asatiani",47,true,false
"2006-09-02","Hungary","Norway","Norway","Ole Gunnar Solskjær",15,false,false
"2006-09-02","Hungary","Norway","Norway","Fredrik Strømstad",31,false,false
"2006-09-02","Hungary","Norway","Norway","Morten Gamst Pedersen",41,false,false
"2006-09-02","Hungary","Norway","Norway","Ole Gunnar Solskjær",44,false,false
"2006-09-02","Hungary","Norway","Hungary","Zoltán Gera",90,false,true
"2006-09-02","Italy","Lithuania","Lithuania","Tomas Danilevičius",21,false,false
"2006-09-02","Italy","Lithuania","Italy","Filippo Inzaghi",30,false,false
"2006-09-02","Latvia","Sweden","Sweden","Kim Källström",38,false,false
"2006-09-02","Luxembourg","Netherlands","Netherlands","Joris Mathijsen",26,false,false
"2006-09-02","Malta","Bosnia and Herzegovina","Bosnia and Herzegovina","Sergej Barbarez",4,false,false
"2006-09-02","Malta","Bosnia and Herzegovina","Malta","Jamie Pace",6,false,false
"2006-09-02","Malta","Bosnia and Herzegovina","Bosnia and Herzegovina","Mirko Hrgović",10,false,false
"2006-09-02","Malta","Bosnia and Herzegovina","Bosnia and Herzegovina","Mladen Bartolović",45,false,false
"2006-09-02","Malta","Bosnia and Herzegovina","Bosnia and Herzegovina","Zlatan Muslimović",49,false,false
"2006-09-02","Malta","Bosnia and Herzegovina","Bosnia and Herzegovina","Zvjezdan Misimović",51,false,false
"2006-09-02","Malta","Bosnia and Herzegovina","Malta","Michael Mifsud",86,false,false
"2006-09-02","Moldova","Greece","Greece","Nikos Liberopoulos",78,false,false
"2006-09-02","Northern Ireland","Iceland","Iceland","Gunnar Heiðar Þorvaldsson",13,false,false
"2006-09-02","Northern Ireland","Iceland","Iceland","Hermann Hreiðarsson",20,false,false
"2006-09-02","Northern Ireland","Iceland","Iceland","Eiður Guðjohnsen",37,false,false
"2006-09-02","Poland","Finland","Finland","Jari Litmanen",54,false,false
"2006-09-02","Poland","Finland","Finland","Jari Litmanen",76,false,true
"2006-09-02","Poland","Finland","Finland","Mika Väyrynen",84,false,false
"2006-09-02","Poland","Finland","Poland","Łukasz Garguła",89,false,false
"2006-09-02","Romania","Bulgaria","Romania","Laurenţiu Roşu",40,false,false
"2006-09-02","Romania","Bulgaria","Romania","Ciprian Marica",54,false,false
"2006-09-02","Romania","Bulgaria","Bulgaria","Martin Petrov",82,false,false
"2006-09-02","Romania","Bulgaria","Bulgaria","Martin Petrov",84,false,false
"2006-09-02","Scotland","Faroe Islands","Scotland","Darren Fletcher",7,false,false
"2006-09-02","Scotland","Faroe Islands","Scotland","James McFadden",10,false,false
"2006-09-02","Scotland","Faroe Islands","Scotland","Kris Boyd",24,false,true
"2006-09-02","Scotland","Faroe Islands","Scotland","Kenny Miller",30,false,true
"2006-09-02","Scotland","Faroe Islands","Scotland","Kris Boyd",38,false,false
"2006-09-02","Scotland","Faroe Islands","Scotland","Garry O'Connor",85,false,false
"2006-09-02","Serbia","Azerbaijan","Serbia","Nikola Žigić",72,false,false
"2006-09-02","Slovakia","Cyprus","Slovakia","Martin Škrtel",9,false,false
"2006-09-02","Slovakia","Cyprus","Slovakia","Marek Mintál",33,false,false
"2006-09-02","Slovakia","Cyprus","Slovakia","Filip Šebo",43,false,false
"2006-09-02","Slovakia","Cyprus","Slovakia","Filip Šebo",48,false,false
"2006-09-02","Slovakia","Cyprus","Slovakia","Miroslav Karhan",52,false,false
"2006-09-02","Slovakia","Cyprus","Slovakia","Marek Mintál",55,false,false
"2006-09-02","Slovakia","Cyprus","Cyprus","Yiasoumis Yiasoumi",90,false,false
"2006-09-02","Spain","Liechtenstein","Spain","Fernando Torres",20,false,false
"2006-09-02","Spain","Liechtenstein","Spain","David Villa",45,false,false
"2006-09-02","Spain","Liechtenstein","Spain","David Villa",62,false,false
"2006-09-02","Spain","Liechtenstein","Spain","Luis García",66,false,false
"2006-09-06","Albania","Romania","Romania","Nicolae Dică",65,false,false
"2006-09-06","Albania","Romania","Romania","Adrian Mutu",75,false,true
"2006-09-06","Armenia","Belgium","Belgium","Daniel Van Buyten",41,false,false
"2006-09-06","Azerbaijan","Kazakhstan","Azerbaijan","Andrezinho",16,false,false
"2006-09-06","Azerbaijan","Kazakhstan","Kazakhstan","Dmitry Byakov",36,false,false
"2006-09-06","Bosnia and Herzegovina","Hungary","Hungary","Szabolcs Huszti",36,false,true
"2006-09-06","Bosnia and Herzegovina","Hungary","Hungary","Zoltán Gera",46,false,false
"2006-09-06","Bosnia and Herzegovina","Hungary","Hungary","Pál Dárdai",49,false,false
"2006-09-06","Bosnia and Herzegovina","Hungary","Bosnia and Herzegovina","Zvjezdan Misimović",64,false,true
"2006-09-06","Bulgaria","Slovenia","Bulgaria","Valeri Bojinov",58,false,false
"2006-09-06","Bulgaria","Slovenia","Bulgaria","Martin Petrov",70,false,false
"2006-09-06","Bulgaria","Slovenia","Bulgaria","Dimitar Telkiyski",79,false,false
"2006-09-06","Finland","Portugal","Finland","Jonatan Johansson",22,false,false
"2006-09-06","Finland","Portugal","Portugal","Nuno Gomes",42,false,false
"2006-09-06","France","Italy","France","Sidney Govou",2,false,false
"2006-09-06","France","Italy","France","Thierry Henry",18,false,false
"2006-09-06","France","Italy","Italy","Alberto Gilardino",20,false,false
"2006-09-06","France","Italy","France","Sidney Govou",55,false,false
"2006-09-06","Iceland","Denmark","Denmark","Dennis Rommedahl",5,false,false
"2006-09-06","Iceland","Denmark","Denmark","Jon Dahl Tomasson",33,false,false
"2006-09-06","Lithuania","Scotland","Scotland","Christian Dailly",46,false,false
"2006-09-06","Lithuania","Scotland","Scotland","Kenny Miller",62,false,false
"2006-09-06","Lithuania","Scotland","Lithuania","Darius Miceika",85,false,false
"2006-09-06","Netherlands","Belarus","Netherlands","Robin van Persie",33,false,false
"2006-09-06","Netherlands","Belarus","Netherlands","Robin van Persie",78,false,false
"2006-09-06","Netherlands","Belarus","Netherlands","Dirk Kuyt",90,false,false
"2006-09-06","North Macedonia","England","England","Peter Crouch",46,false,false
"2006-09-06","Northern Ireland","Spain","Spain","Xavi",14,false,false
"2006-09-06","Northern Ireland","Spain","Northern Ireland","David Healy",20,false,false
"2006-09-06","Northern Ireland","Spain","Spain","David Villa",52,false,false
"2006-09-06","Northern Ireland","Spain","Northern Ireland","David Healy",65,false,false
"2006-09-06","Northern Ireland","Spain","Northern Ireland","David Healy",80,false,false
"2006-09-06","Norway","Moldova","Norway","Fredrik Strømstad",74,false,false
"2006-09-06","Norway","Moldova","Norway","Steffen Iversen",79,false,false
"2006-09-06","Poland","Serbia","Poland","Radosław Matusiak",30,false,false
"2006-09-06","Poland","Serbia","Serbia","Danko Lazović",71,false,false
"2006-09-06","Slovakia","Czech Republic","Czech Republic","Libor Sionko",10,false,false
"2006-09-06","Slovakia","Czech Republic","Czech Republic","Libor Sionko",21,false,false
"2006-09-06","Slovakia","Czech Republic","Czech Republic","Jan Koller",57,false,false
"2006-09-06","Sweden","Liechtenstein","Sweden","Marcus Allbäck",2,false,false
"2006-09-06","Sweden","Liechtenstein","Liechtenstein","Mario Frick",27,false,false
"2006-09-06","Sweden","Liechtenstein","Sweden","Marcus Allbäck",69,false,false
"2006-09-06","Sweden","Liechtenstein","Sweden","Markus Rosenberg",89,false,false
"2006-09-06","Turkey","Malta","Turkey","Nihat Kahveci",56,false,false
"2006-09-06","Turkey","Malta","Turkey","Tümer Metin",77,false,false
"2006-09-06","Ukraine","Georgia","Ukraine","Andriy Shevchenko",31,false,false
"2006-09-06","Ukraine","Georgia","Georgia","Shota Arveladze",38,false,false
"2006-09-06","Ukraine","Georgia","Georgia","Giorgi Demetradze",60,false,false
"2006-09-06","Ukraine","Georgia","Ukraine","Ruslan Rotan",61,false,false
"2006-09-06","Ukraine","Georgia","Ukraine","Andriy Rusol",80,false,false
"2006-10-07","Bulgaria","Netherlands","Bulgaria","Martin Petrov",12,false,false
"2006-10-07","Bulgaria","Netherlands","Netherlands","Robin van Persie",62,false,false
"2006-10-07","Croatia","Andorra","Croatia","Mladen Petrić",12,false,false
"2006-10-07","Croatia","Andorra","Croatia","Mladen Petrić",37,false,false
"2006-10-07","Croatia","Andorra","Croatia","Mladen Petrić",48,false,false
"2006-10-07","Croatia","Andorra","Croatia","Mladen Petrić",50,false,false
"2006-10-07","Croatia","Andorra","Croatia","Ivan Klasnić",58,false,false
"2006-10-07","Croatia","Andorra","Croatia","Boško Balaban",62,false,false
"2006-10-07","Croatia","Andorra","Croatia","Luka Modrić",83,false,false
"2006-10-07","Cyprus","Republic of Ireland","Republic of Ireland","Stephen Ireland",8,false,false
"2006-10-07","Cyprus","Republic of Ireland","Cyprus","Michalis Konstantinou",10,false,false
"2006-10-07","Cyprus","Republic of Ireland","Cyprus","Alexandros Garpozis",16,false,false
"2006-10-07","Cyprus","Republic of Ireland","Republic of Ireland","Richard Dunne",44,false,false
"2006-10-07","Cyprus","Republic of Ireland","Cyprus","Michalis Konstantinou",50,false,true
"2006-10-07","Cyprus","Republic of Ireland","Cyprus","Constantinos Charalambides",60,false,false
"2006-10-07","Cyprus","Republic of Ireland","Cyprus","Constantinos Charalambides",75,false,false
"2006-10-07","Czech Republic","San Marino","Czech Republic","Marek Kulič",15,false,false
"2006-10-07","Czech Republic","San Marino","Czech Republic","Jan Polák",22,false,false
"2006-10-07","Czech Republic","San Marino","Czech Republic","Milan Baroš",32,false,false
"2006-10-07","Czech Republic","San Marino","Czech Republic","Jan Koller",42,false,false
"2006-10-07","Czech Republic","San Marino","Czech Republic","David Jarolím",49,false,false
"2006-10-07","Czech Republic","San Marino","Czech Republic","Jan Koller",52,false,false
"2006-10-07","Czech Republic","San Marino","Czech Republic","Milan Baroš",68,false,false
"2006-10-07","Faroe Islands","Lithuania","Lithuania","Andrius Skerla",89,false,false
"2006-10-07","Greece","Norway","Greece","Kostas Katsouranis",33,false,false
"2006-10-07","Hungary","Turkey","Turkey","Tuncay",41,false,false
"2006-10-07","Italy","Ukraine","Italy","Massimo Oddo",71,false,true
"2006-10-07","Italy","Ukraine","Italy","Luca Toni",79,false,false
"2006-10-07","Kazakhstan","Poland","Poland","Euzebiusz Smolarek",52,false,false
"2006-10-07","Latvia","Iceland","Latvia","Ģirts Karlsons",14,false,false
"2006-10-07","Latvia","Iceland","Latvia","Māris Verpakovskis",15,false,false
"2006-10-07","Latvia","Iceland","Latvia","Māris Verpakovskis",25,false,false
"2006-10-07","Latvia","Iceland","Latvia","Aleksejs Višņakovs",52,false,false
"2006-10-07","Moldova","Bosnia and Herzegovina","Moldova","Serghei Rogaciov",13,false,false
"2006-10-07","Moldova","Bosnia and Herzegovina","Moldova","Serghei Rogaciov",32,false,true
"2006-10-07","Moldova","Bosnia and Herzegovina","Bosnia and Herzegovina","Zvjezdan Misimović",63,false,false
"2006-10-07","Moldova","Bosnia and Herzegovina","Bosnia and Herzegovina","Ivica Grlić",68,false,false
"2006-10-07","Portugal","Azerbaijan","Portugal","Cristiano Ronaldo",25,false,false
"2006-10-07","Portugal","Azerbaijan","Portugal","Ricardo Carvalho",31,false,false
"2006-10-07","Portugal","Azerbaijan","Portugal","Cristiano Ronaldo",63,false,false
"2006-10-07","Romania","Belarus","Romania","Adrian Mutu",7,false,false
"2006-10-07","Romania","Belarus","Romania","Ciprian Marica",10,false,false
"2006-10-07","Romania","Belarus","Belarus","Sergei Kornilenko",20,false,false
"2006-10-07","Romania","Belarus","Romania","Dorin Goian",76,false,false
"2006-10-07","Scotland","France","Scotland","Gary Caldwell",67,false,false
"2006-10-07","Serbia","Belgium","Serbia","Nikola Žigić",54,false,false
"2006-10-07","Slovenia","Luxembourg","Slovenia","Milivoje Novaković",30,false,false
"2006-10-07","Slovenia","Luxembourg","Slovenia","Robert Koren",44,false,false
"2006-10-07","Sweden","Spain","Sweden","Johan Elmander",10,false,false
"2006-10-07","Sweden","Spain","Sweden","Marcus Allbäck",82,false,false
"2006-10-07","Wales","Slovakia","Slovakia","Dušan Švento",14,false,false
"2006-10-07","Wales","Slovakia","Slovakia","Marek Mintál",32,false,false
"2006-10-07","Wales","Slovakia","Wales","Gareth Bale",37,false,false
"2006-10-07","Wales","Slovakia","Slovakia","Marek Mintál",38,false,false
"2006-10-07","Wales","Slovakia","Slovakia","Miroslav Karhan",51,false,false
"2006-10-07","Wales","Slovakia","Slovakia","Róbert Vittek",59,false,false
"2006-10-11","Andorra","North Macedonia","North Macedonia","Goran Pandev",13,false,false
"2006-10-11","Andorra","North Macedonia","North Macedonia","Nikolče Noveski",16,false,false
"2006-10-11","Andorra","North Macedonia","North Macedonia","Ilčo Naumoski",31,false,false
"2006-10-11","Belarus","Slovenia","Belarus","Denis Kovba",18,false,false
"2006-10-11","Belarus","Slovenia","Slovenia","Boštjan Cesar",19,false,false
"2006-10-11","Belarus","Slovenia","Slovenia","Klemen Lavrič",43,false,false
"2006-10-11","Belarus","Slovenia","Belarus","Sergei Kornilenko",52,false,false
"2006-10-11","Belarus","Slovenia","Belarus","Sergei Kornilenko",60,false,false
"2006-10-11","Belarus","Slovenia","Belarus","Vladimir Korytko",85,false,false
"2006-10-11","Belgium","Azerbaijan","Belgium","Timmy Simons",24,false,true
"2006-10-11","Belgium","Azerbaijan","Belgium","Kevin Vandenbergh",47,false,false
"2006-10-11","Belgium","Azerbaijan","Belgium","Mousa Dembélé",82,false,false
"2006-10-11","Bosnia and Herzegovina","Greece","Greece","Angelos Charisteas",8,false,true
"2006-10-11","Bosnia and Herzegovina","Greece","Greece","Christos Patsatzoglou",82,false,false
"2006-10-11","Bosnia and Herzegovina","Greece","Greece","Georgios Samaras",85,false,false
"2006-10-11","Bosnia and Herzegovina","Greece","Greece","Kostas Katsouranis",90,false,false
"2006-10-11","Croatia","England","Croatia","Eduardo da Silva",61,false,false
"2006-10-11","Croatia","England","Croatia","Gary Neville",68,true,false
"2006-10-11","France","Faroe Islands","France","Louis Saha",1,false,false
"2006-10-11","France","Faroe Islands","France","Thierry Henry",22,false,false
"2006-10-11","France","Faroe Islands","France","Nicolas Anelka",77,false,false
"2006-10-11","France","Faroe Islands","France","David Trezeguet",78,false,false
"2006-10-11","France","Faroe Islands","France","David Trezeguet",84,false,false
"2006-10-11","Georgia","Italy","Italy","Daniele De Rossi",18,false,false
"2006-10-11","Georgia","Italy","Georgia","Giorgi Shashiashvili",26,false,false
"2006-10-11","Georgia","Italy","Italy","Mauro Camoranesi",63,false,false
"2006-10-11","Georgia","Italy","Italy","Simone Perrotta",71,false,false
"2006-10-11","Iceland","Sweden","Iceland","Arnar Viðarsson",6,false,false
"2006-10-11","Iceland","Sweden","Sweden","Kim Källström",8,false,false
"2006-10-11","Iceland","Sweden","Sweden","Christian Wilhelmsson",59,false,false
"2006-10-11","Kazakhstan","Finland","Finland","Jari Litmanen",29,false,false
"2006-10-11","Kazakhstan","Finland","Finland","Sami Hyypiä",64,false,false
"2006-10-11","Liechtenstein","Denmark","Denmark","Daniel Jensen",29,false,false
"2006-10-11","Liechtenstein","Denmark","Denmark","Michael Gravgaard",32,false,false
"2006-10-11","Liechtenstein","Denmark","Denmark","Jon Dahl Tomasson",51,false,false
"2006-10-11","Liechtenstein","Denmark","Denmark","Jon Dahl Tomasson",64,false,false
"2006-10-11","Luxembourg","Bulgaria","Bulgaria","Aleksandar Tunchev",26,false,false
"2006-10-11","Malta","Hungary","Malta","Andre Schembri",14,false,false
"2006-10-11","Malta","Hungary","Hungary","Sándor Torghelle",19,false,false
"2006-10-11","Malta","Hungary","Malta","Andre Schembri",53,false,false
"2006-10-11","Netherlands","Albania","Netherlands","Robin van Persie",15,false,false
"2006-10-11","Netherlands","Albania","Netherlands","Arjan Beqaj",42,true,false
"2006-10-11","Netherlands","Albania","Albania","Debatik Curri",67,false,false
"2006-10-11","Northern Ireland","Latvia","Northern Ireland","David Healy",35,false,false
"2006-10-11","Poland","Portugal","Poland","Euzebiusz Smolarek",9,false,false
"2006-10-11","Poland","Portugal","Poland","Euzebiusz Smolarek",18,false,false
"2006-10-11","Poland","Portugal","Portugal","Nuno Gomes",90,false,false
"2006-10-11","Republic of Ireland","Czech Republic","Republic of Ireland","Kevin Kilbane",62,false,false
"2006-10-11","Republic of Ireland","Czech Republic","Czech Republic","Jan Koller",64,false,false
"2006-10-11","Serbia","Armenia","Serbia","Dejan Stanković",54,false,true
"2006-10-11","Serbia","Armenia","Serbia","Danko Lazović",62,false,false
"2006-10-11","Serbia","Armenia","Serbia","Nikola Žigić",90,false,false
"2006-10-11","Turkey","Moldova","Turkey","Hakan Şükür",35,false,false
"2006-10-11","Turkey","Moldova","Turkey","Hakan Şükür",37,false,true
"2006-10-11","Turkey","Moldova","Turkey","Hakan Şükür",43,false,false
"2006-10-11","Turkey","Moldova","Turkey","Tuncay",68,false,false
"2006-10-11","Turkey","Moldova","Turkey","Hakan Şükür",73,false,false
"2006-10-11","Ukraine","Scotland","Ukraine","Oleksandr Kucher",60,false,false
"2006-10-11","Ukraine","Scotland","Ukraine","Andriy Shevchenko",90,false,true
"2006-10-11","Wales","Cyprus","Wales","Jason Koumas",33,false,false
"2006-10-11","Wales","Cyprus","Wales","Robert Earnshaw",39,false,false
"2006-10-11","Wales","Cyprus","Wales","Craig Bellamy",72,false,false
"2006-10-11","Wales","Cyprus","Cyprus","Ioannis Okkas",83,false,false
"2006-11-15","Belgium","Poland","Poland","Radosław Matusiak",19,false,false
"2006-11-15","Finland","Armenia","Finland","Mika Nurmela",10,false,false
"2006-11-15","Portugal","Kazakhstan","Portugal","Simão Sabrosa",8,false,false
"2006-11-15","Portugal","Kazakhstan","Portugal","Cristiano Ronaldo",30,false,false
"2006-11-15","Portugal","Kazakhstan","Portugal","Simão Sabrosa",86,false,false
"2006-11-15","Republic of Ireland","San Marino","Republic of Ireland","Andy Reid",7,false,false
"2006-11-15","Republic of Ireland","San Marino","Republic of Ireland","Kevin Doyle",24,false,false
"2006-11-15","Republic of Ireland","San Marino","Republic of Ireland","Robbie Keane",31,false,false
"2006-11-15","Republic of Ireland","San Marino","Republic of Ireland","Robbie Keane",58,false,true
"2006-11-15","Republic of Ireland","San Marino","Republic of Ireland","Robbie Keane",85,false,false
"2007-02-07","San Marino","Republic of Ireland","Republic of Ireland","Kevin Kilbane",49,false,false
"2007-02-07","San Marino","Republic of Ireland","San Marino","Manuel Marani",86,false,false
"2007-02-07","San Marino","Republic of Ireland","Republic of Ireland","Stephen Ireland",90,false,false
"2007-03-24","Croatia","North Macedonia","North Macedonia","Goce Sedloski",36,false,false
"2007-03-24","Croatia","North Macedonia","Croatia","Darijo Srna",58,false,false
"2007-03-24","Croatia","North Macedonia","Croatia","Eduardo da Silva",88,false,false
"2007-03-24","Cyprus","Slovakia","Cyprus","Efstathios Aloneftis",45,false,false
"2007-03-24","Cyprus","Slovakia","Slovakia","Róbert Vittek",54,false,false
"2007-03-24","Cyprus","Slovakia","Slovakia","Martin Škrtel",67,false,false
"2007-03-24","Cyprus","Slovakia","Slovakia","Martin Jakubko",77,false,false
"2007-03-24","Faroe Islands","Ukraine","Ukraine","Volodymyr Yezerskiy",20,false,false
"2007-03-24","Faroe Islands","Ukraine","Ukraine","Oleh Husyev",57,false,false
"2007-03-24","Greece","Turkey","Greece","Sotirios Kyrgiakos",6,false,false
"2007-03-24","Greece","Turkey","Turkey","Tuncay",27,false,false
"2007-03-24","Greece","Turkey","Turkey","Gökhan Ünal",55,false,false
"2007-03-24","Greece","Turkey","Turkey","Tümer Metin",70,false,false
"2007-03-24","Greece","Turkey","Turkey","Gökdeniz Karadeniz",81,false,false
"2007-03-24","Kazakhstan","Serbia","Kazakhstan","Kairat Ashirbekov",47,false,false
"2007-03-24","Kazakhstan","Serbia","Kazakhstan","Nurbol Zhumaskaliyev",61,false,false
"2007-03-24","Kazakhstan","Serbia","Serbia","Nikola Žigić",68,false,false
"2007-03-24","Liechtenstein","Northern Ireland","Northern Ireland","David Healy",52,false,false
"2007-03-24","Liechtenstein","Northern Ireland","Northern Ireland","David Healy",75,false,false
"2007-03-24","Liechtenstein","Northern Ireland","Northern Ireland","David Healy",83,false,false
"2007-03-24","Liechtenstein","Northern Ireland","Liechtenstein","Franz Burgmeier",90,false,false
"2007-03-24","Liechtenstein","Northern Ireland","Northern Ireland","Grant McCann",90,false,false
"2007-03-24","Lithuania","France","France","Nicolas Anelka",73,false,false
"2007-03-24","Luxembourg","Belarus","Belarus","Timofei Kalachev",25,false,false
"2007-03-24","Luxembourg","Belarus","Belarus","Vitali Kutuzov",54,false,false
"2007-03-24","Luxembourg","Belarus","Luxembourg","Chris Sagramola",68,false,false
"2007-03-24","Moldova","Malta","Malta","George Mallia",73,false,false
"2007-03-24","Moldova","Malta","Moldova","Alexandru Epureanu",85,false,false
"2007-03-24","Norway","Bosnia and Herzegovina","Bosnia and Herzegovina","Zvjezdan Misimović",18,false,false
"2007-03-24","Norway","Bosnia and Herzegovina","Bosnia and Herzegovina","Zlatan Muslimović",33,false,false
"2007-03-24","Norway","Bosnia and Herzegovina","Norway","John Carew",50,false,true
"2007-03-24","Poland","Azerbaijan","Poland","Jacek Bąk",3,false,false
"2007-03-24","Poland","Azerbaijan","Poland","Dariusz Dudka",6,false,false
"2007-03-24","Poland","Azerbaijan","Poland","Wojciech Łobodziński",34,false,false
"2007-03-24","Poland","Azerbaijan","Poland","Jacek Krzynówek",58,false,false
"2007-03-24","Poland","Azerbaijan","Poland","Przemysław Kaźmierczak",84,false,false
"2007-03-24","Portugal","Belgium","Portugal","Nuno Gomes",53,false,false
"2007-03-24","Portugal","Belgium","Portugal","Cristiano Ronaldo",55,false,false
"2007-03-24","Portugal","Belgium","Portugal","Ricardo Quaresma",68,false,false
"2007-03-24","Portugal","Belgium","Portugal","Cristiano Ronaldo",75,false,false
"2007-03-24","Republic of Ireland","Wales","Republic of Ireland","Stephen Ireland",39,false,false
"2007-03-24","Scotland","Georgia","Scotland","Kris Boyd",11,false,false
"2007-03-24","Scotland","Georgia","Georgia","Shota Arveladze",41,false,false
"2007-03-24","Scotland","Georgia","Scotland","Craig Beattie",89,false,false
"2007-03-24","Spain","Denmark","Spain","Fernando Morientes",34,false,false
"2007-03-24","Spain","Denmark","Spain","David Villa",45,false,false
"2007-03-24","Spain","Denmark","Denmark","Michael Gravgaard",49,false,false
"2007-03-28","Andorra","England","England","Steven Gerrard",54,false,false
"2007-03-28","Andorra","England","England","Steven Gerrard",76,false,false
"2007-03-28","Andorra","England","England","David Nugent",90,false,false
"2007-03-28","Azerbaijan","Finland","Azerbaijan","Emin Imamaliev",83,false,false
"2007-03-28","Czech Republic","Cyprus","Czech Republic","Radoslav Kováč",22,false,false
"2007-03-28","Georgia","Faroe Islands","Georgia","David Siradze",25,false,false
"2007-03-28","Georgia","Faroe Islands","Georgia","Aleksandr Iashvili",46,false,false
"2007-03-28","Georgia","Faroe Islands","Faroe Islands","Rógvi Jacobsen",57,false,false
"2007-03-28","Georgia","Faroe Islands","Georgia","Aleksandr Iashvili",90,false,true
"2007-03-28","Hungary","Moldova","Hungary","Tamás Priskin",9,false,false
"2007-03-28","Hungary","Moldova","Hungary","Zoltán Gera",63,false,false
"2007-03-28","Italy","Scotland","Italy","Luca Toni",12,false,false
"2007-03-28","Italy","Scotland","Italy","Luca Toni",70,false,false
"2007-03-28","Liechtenstein","Latvia","Liechtenstein","Mario Frick",17,false,false
"2007-03-28","Malta","Greece","Greece","Angelos Basinas",66,false,true
"2007-03-28","Northern Ireland","Sweden","Sweden","Johan Elmander",26,false,false
"2007-03-28","Northern Ireland","Sweden","Northern Ireland","David Healy",31,false,false
"2007-03-28","Northern Ireland","Sweden","Northern Ireland","David Healy",58,false,false
"2007-03-28","Poland","Armenia","Poland","Maciej Żurawski",26,false,false
"2007-03-28","Republic of Ireland","Slovakia","Republic of Ireland","Kevin Doyle",13,false,false
"2007-03-28","Romania","Luxembourg","Romania","Adrian Mutu",26,false,false
"2007-03-28","Romania","Luxembourg","Romania","Cosmin Contra",56,false,false
"2007-03-28","Romania","Luxembourg","Romania","Ciprian Marica",90,false,false
"2007-03-28","Serbia","Portugal","Portugal","Tiago Mendes",5,false,false
"2007-03-28","Serbia","Portugal","Serbia","Boško Janković",37,false,false
"2007-03-28","Slovenia","Netherlands","Netherlands","Giovanni van Bronckhorst",86,false,false
"2007-03-28","Spain","Iceland","Spain","Andrés Iniesta",80,false,false
"2007-03-28","Turkey","Norway","Norway","Simen Brenne",31,false,false
"2007-03-28","Turkey","Norway","Norway","Martin Andresen",40,false,false
"2007-03-28","Turkey","Norway","Turkey","Hamit Altıntop",72,false,false
"2007-03-28","Turkey","Norway","Turkey","Hamit Altıntop",90,false,false
"2007-03-28","Ukraine","Lithuania","Ukraine","Oleh Husyev",47,false,false
"2007-03-28","Wales","San Marino","Wales","Ryan Giggs",3,false,false
"2007-03-28","Wales","San Marino","Wales","Gareth Bale",20,false,false
"2007-03-28","Wales","San Marino","Wales","Jason Koumas",63,false,true
"2007-06-02","Albania","Luxembourg","Albania","Edmond Kapllani",38,false,false
"2007-06-02","Albania","Luxembourg","Albania","Altin Haxhi",57,false,false
"2007-06-02","Azerbaijan","Poland","Azerbaijan","Branimir Subašić",6,false,false
"2007-06-02","Azerbaijan","Poland","Poland","Euzebiusz Smolarek",63,false,false
"2007-06-02","Azerbaijan","Poland","Poland","Jacek Krzynówek",66,false,false
"2007-06-02","Azerbaijan","Poland","Poland","Jacek Krzynówek",90,false,false
"2007-06-02","Belarus","Bulgaria","Bulgaria","Dimitar Berbatov",28,false,false
"2007-06-02","Belarus","Bulgaria","Bulgaria","Dimitar Berbatov",46,false,false
"2007-06-02","Belgium","Portugal","Portugal","Nani",43,false,false
"2007-06-02","Belgium","Portugal","Belgium","Marouane Fellaini",55,false,false
"2007-06-02","Belgium","Portugal","Portugal","Hélder Postiga",64,false,false
"2007-06-02","Bosnia and Herzegovina","Turkey","Turkey","Hakan Şükür",13,false,false
"2007-06-02","Bosnia and Herzegovina","Turkey","Bosnia and Herzegovina","Zlatan Muslimović",27,false,false
"2007-06-02","Bosnia and Herzegovina","Turkey","Turkey","Sabri Sarıoğlu",39,false,false
"2007-06-02","Bosnia and Herzegovina","Turkey","Bosnia and Herzegovina","Edin Džeko",45,false,false
